"NOME_MUN","RACA_COR","NU_ANO","CASOS"
"Niterói","Ignorado","2021",24
"Niterói","Ignorado","2022",16
"Niterói","Ignorado","2023",74
"Niterói","Ignorado","2024",791
"Niterói","Ignorado","2025",80
"Nova Friburgo","Branca","2015",458
"Nova Friburgo","Branca","2016",5235
"Nova Friburgo","Branca","2017",27
"Nova Friburgo","Branca","2018",15
"Nova Friburgo","Branca","2019",15
"Nova Friburgo","Branca","2020",12
"Nova Friburgo","Branca","2021",35
"Nova Friburgo","Branca","2022",69
"Nova Friburgo","Branca","2023",155
"Nova Friburgo","Branca","2024",4188
"Nova Friburgo","Branca","2025",212
"Nova Friburgo","Preta","2015",5
"Nova Friburgo","Preta","2016",573
"Nova Friburgo","Preta","2017",1
"Nova Friburgo","Preta","2018",0
"Nova Friburgo","Preta","2019",0
"Nova Friburgo","Preta","2020",0
"Nova Friburgo","Preta","2021",3
"Nova Friburgo","Preta","2022",5
"Nova Friburgo","Preta","2023",7
"Nova Friburgo","Preta","2024",515
"Nova Friburgo","Preta","2025",6
"Nova Friburgo","Amarela","2015",1
"Nova Friburgo","Amarela","2016",7
"Nova Friburgo","Amarela","2017",0
"Nova Friburgo","Amarela","2018",0
"Nova Friburgo","Amarela","2019",0
"Nova Friburgo","Amarela","2020",0
"Nova Friburgo","Amarela","2021",0
"Nova Friburgo","Amarela","2022",0
"Nova Friburgo","Amarela","2023",3
"Nova Friburgo","Amarela","2024",41
"Nova Friburgo","Amarela","2025",2
"Nova Friburgo","Parda","2015",7
"Nova Friburgo","Parda","2016",1278
"Nova Friburgo","Parda","2017",4
"Nova Friburgo","Parda","2018",3
"Nova Friburgo","Parda","2019",0
"Nova Friburgo","Parda","2020",1
"Nova Friburgo","Parda","2021",9
"Nova Friburgo","Parda","2022",11
"Nova Friburgo","Parda","2023",25
"Nova Friburgo","Parda","2024",693
"Nova Friburgo","Parda","2025",26
"Nova Friburgo","Indígena","2015",0
"Nova Friburgo","Indígena","2016",4
"Nova Friburgo","Indígena","2017",0
"Nova Friburgo","Indígena","2018",0
"Nova Friburgo","Indígena","2019",0
"Nova Friburgo","Indígena","2020",0
"Nova Friburgo","Indígena","2021",0
"Nova Friburgo","Indígena","2022",0
"Nova Friburgo","Indígena","2023",0
"Nova Friburgo","Indígena","2024",1
"Nova Friburgo","Indígena","2025",0
"Nova Friburgo","Ignorado","2015",23
"Nova Friburgo","Ignorado","2016",4312
"Nova Friburgo","Ignorado","2017",4
"Nova Friburgo","Ignorado","2018",2
"Nova Friburgo","Ignorado","2019",2
"Nova Friburgo","Ignorado","2020",0
"Nova Friburgo","Ignorado","2021",7
"Nova Friburgo","Ignorado","2022",21
"Nova Friburgo","Ignorado","2023",13
"Nova Friburgo","Ignorado","2024",270
"Nova Friburgo","Ignorado","2025",17
"Nova Iguaçu","Branca","2015",309
"Nova Iguaçu","Branca","2016",482
"Nova Iguaçu","Branca","2017",2
"Nova Iguaçu","Branca","2018",4
"Nova Iguaçu","Branca","2019",6
"Nova Iguaçu","Branca","2020",2
"Nova Iguaçu","Branca","2021",34
"Nova Iguaçu","Branca","2022",13
"Nova Iguaçu","Branca","2023",157
"Nova Iguaçu","Branca","2024",216
"Nova Iguaçu","Branca","2025",16
"Nova Iguaçu","Preta","2015",104
"Nova Iguaçu","Preta","2016",137
"Nova Iguaçu","Preta","2017",0
"Nova Iguaçu","Preta","2018",0
"Nova Iguaçu","Preta","2019",5
"Nova Iguaçu","Preta","2020",0
"Nova Iguaçu","Preta","2021",15
"Nova Iguaçu","Preta","2022",2
"Nova Iguaçu","Preta","2023",42
"Nova Iguaçu","Preta","2024",102
"Nova Iguaçu","Preta","2025",3
"Nova Iguaçu","Amarela","2015",0
"Nova Iguaçu","Amarela","2016",0
"Nova Iguaçu","Amarela","2017",0
"Nova Iguaçu","Amarela","2018",0
"Nova Iguaçu","Amarela","2019",0
"Nova Iguaçu","Amarela","2020",0
"Nova Iguaçu","Amarela","2021",1
"Nova Iguaçu","Amarela","2022",0
"Nova Iguaçu","Amarela","2023",4
"Nova Iguaçu","Amarela","2024",28
"Nova Iguaçu","Amarela","2025",1
"Nova Iguaçu","Parda","2015",580
"Nova Iguaçu","Parda","2016",1254
"Nova Iguaçu","Parda","2017",2
"Nova Iguaçu","Parda","2018",4
"Nova Iguaçu","Parda","2019",12
"Nova Iguaçu","Parda","2020",4
"Nova Iguaçu","Parda","2021",88
"Nova Iguaçu","Parda","2022",17
"Nova Iguaçu","Parda","2023",330
"Nova Iguaçu","Parda","2024",1154
"Nova Iguaçu","Parda","2025",81
"Nova Iguaçu","Indígena","2015",0
"Nova Iguaçu","Indígena","2016",0
"Nova Iguaçu","Indígena","2017",0
"Nova Iguaçu","Indígena","2018",0
"Nova Iguaçu","Indígena","2019",0
"Nova Iguaçu","Indígena","2020",0
"Nova Iguaçu","Indígena","2021",0
"Nova Iguaçu","Indígena","2022",0
"Nova Iguaçu","Indígena","2023",1
"Nova Iguaçu","Indígena","2024",2
"Nova Iguaçu","Indígena","2025",0
"Nova Iguaçu","Ignorado","2015",836
"Nova Iguaçu","Ignorado","2016",840
"Nova Iguaçu","Ignorado","2017",7
"Nova Iguaçu","Ignorado","2018",5
"Nova Iguaçu","Ignorado","2019",54
"Nova Iguaçu","Ignorado","2020",5
"Nova Iguaçu","Ignorado","2021",57
"Nova Iguaçu","Ignorado","2022",6
"Nova Iguaçu","Ignorado","2023",123
"Nova Iguaçu","Ignorado","2024",141
"Nova Iguaçu","Ignorado","2025",0
"Paracambi","Branca","2015",21
"Paracambi","Branca","2016",0
"Paracambi","Branca","2017",0
"Paracambi","Branca","2018",3
"Paracambi","Branca","2019",5
"Paracambi","Branca","2020",0
"Paracambi","Branca","2021",9
"Paracambi","Branca","2022",4
"Paracambi","Branca","2023",34
"Paracambi","Branca","2024",108
"Paracambi","Branca","2025",50
"Paracambi","Preta","2015",1
"Paracambi","Preta","2016",2
"Paracambi","Preta","2017",0
"Paracambi","Preta","2018",0
"Paracambi","Preta","2019",0
"Paracambi","Preta","2020",0
"Paracambi","Preta","2021",0
"Paracambi","Preta","2022",0
"Paracambi","Preta","2023",12
"Paracambi","Preta","2024",26
"Paracambi","Preta","2025",14
"Paracambi","Amarela","2015",0
"Paracambi","Amarela","2016",0
"Paracambi","Amarela","2017",0
"Paracambi","Amarela","2018",0
"Paracambi","Amarela","2019",0
"Paracambi","Amarela","2020",0
"Paracambi","Amarela","2021",1
"Paracambi","Amarela","2022",0
"Paracambi","Amarela","2023",0
"Paracambi","Amarela","2024",1
"Paracambi","Amarela","2025",2
"Paracambi","Parda","2015",10
"Paracambi","Parda","2016",2
"Paracambi","Parda","2017",0
"Paracambi","Parda","2018",4
"Paracambi","Parda","2019",1
"Paracambi","Parda","2020",0
"Paracambi","Parda","2021",9
"Paracambi","Parda","2022",4
"Paracambi","Parda","2023",53
"Paracambi","Parda","2024",152
"Paracambi","Parda","2025",42
"Paracambi","Indígena","2015",0
"Paracambi","Indígena","2016",0
"Paracambi","Indígena","2017",0
"Paracambi","Indígena","2018",0
"Paracambi","Indígena","2019",0
"Paracambi","Indígena","2020",0
"Paracambi","Indígena","2021",0
"Paracambi","Indígena","2022",0
"Paracambi","Indígena","2023",0
"Paracambi","Indígena","2024",1
"Paracambi","Indígena","2025",1
"Paracambi","Ignorado","2015",19
"Paracambi","Ignorado","2016",29
"Paracambi","Ignorado","2017",2
"Paracambi","Ignorado","2018",6
"Paracambi","Ignorado","2019",4
"Paracambi","Ignorado","2020",0
"Paracambi","Ignorado","2021",0
"Paracambi","Ignorado","2022",0
"Paracambi","Ignorado","2023",0
"Paracambi","Ignorado","2024",0
"Paracambi","Ignorado","2025",1
"Paraíba do Sul","Branca","2015",29
"Paraíba do Sul","Branca","2016",73
"Paraíba do Sul","Branca","2017",0
"Paraíba do Sul","Branca","2018",0
"Paraíba do Sul","Branca","2019",32
"Paraíba do Sul","Branca","2020",1
"Paraíba do Sul","Branca","2021",1
"Paraíba do Sul","Branca","2022",1
"Paraíba do Sul","Branca","2023",6
"Paraíba do Sul","Branca","2024",170
"Paraíba do Sul","Branca","2025",39
"Paraíba do Sul","Preta","2015",3
"Paraíba do Sul","Preta","2016",3
"Paraíba do Sul","Preta","2017",0
"Paraíba do Sul","Preta","2018",0
"Paraíba do Sul","Preta","2019",0
"Paraíba do Sul","Preta","2020",0
"Paraíba do Sul","Preta","2021",0
"Paraíba do Sul","Preta","2022",2
"Paraíba do Sul","Preta","2023",0
"Paraíba do Sul","Preta","2024",111
"Paraíba do Sul","Preta","2025",14
"Paraíba do Sul","Amarela","2015",0
"Paraíba do Sul","Amarela","2016",1
"Paraíba do Sul","Amarela","2017",0
"Paraíba do Sul","Amarela","2018",0
"Paraíba do Sul","Amarela","2019",0
"Paraíba do Sul","Amarela","2020",0
"Paraíba do Sul","Amarela","2021",0
"Paraíba do Sul","Amarela","2022",0
"Paraíba do Sul","Amarela","2023",0
"Paraíba do Sul","Amarela","2024",7
"Paraíba do Sul","Amarela","2025",1
"Paraíba do Sul","Parda","2015",19
"Paraíba do Sul","Parda","2016",26
"Paraíba do Sul","Parda","2017",0
"Paraíba do Sul","Parda","2018",0
"Paraíba do Sul","Parda","2019",4
"Paraíba do Sul","Parda","2020",0
"Paraíba do Sul","Parda","2021",0
"Paraíba do Sul","Parda","2022",3
"Paraíba do Sul","Parda","2023",3
"Paraíba do Sul","Parda","2024",369
"Paraíba do Sul","Parda","2025",170
"Paraíba do Sul","Indígena","2015",0
"Paraíba do Sul","Indígena","2016",0
"Paraíba do Sul","Indígena","2017",0
"Paraíba do Sul","Indígena","2018",0
"Paraíba do Sul","Indígena","2019",0
"Paraíba do Sul","Indígena","2020",0
"Paraíba do Sul","Indígena","2021",0
"Paraíba do Sul","Indígena","2022",0
"Paraíba do Sul","Indígena","2023",0
"Paraíba do Sul","Indígena","2024",3
"Paraíba do Sul","Indígena","2025",0
"Paraíba do Sul","Ignorado","2015",31
"Paraíba do Sul","Ignorado","2016",514
"Paraíba do Sul","Ignorado","2017",0
"Paraíba do Sul","Ignorado","2018",0
"Paraíba do Sul","Ignorado","2019",0
"Paraíba do Sul","Ignorado","2020",1
"Paraíba do Sul","Ignorado","2021",0
"Paraíba do Sul","Ignorado","2022",0
"Paraíba do Sul","Ignorado","2023",0
"Paraíba do Sul","Ignorado","2024",65
"Paraíba do Sul","Ignorado","2025",2
"Paraty","Branca","2015",82
"Paraty","Branca","2016",119
"Paraty","Branca","2017",6
"Paraty","Branca","2018",8
"Paraty","Branca","2019",36
"Paraty","Branca","2020",22
"Paraty","Branca","2021",45
"Paraty","Branca","2022",96
"Paraty","Branca","2023",261
"Paraty","Branca","2024",2453
"Paraty","Branca","2025",190
"Paraty","Preta","2015",8
"Paraty","Preta","2016",11
"Paraty","Preta","2017",1
"Paraty","Preta","2018",1
"Paraty","Preta","2019",3
"Paraty","Preta","2020",1
"Paraty","Preta","2021",4
"Paraty","Preta","2022",4
"Paraty","Preta","2023",28
"Paraty","Preta","2024",335
"Paraty","Preta","2025",21
"Paraty","Amarela","2015",0
"Paraty","Amarela","2016",0
"Paraty","Amarela","2017",0
"Paraty","Amarela","2018",0
"Paraty","Amarela","2019",0
"Paraty","Amarela","2020",0
"Paraty","Amarela","2021",1
"Paraty","Amarela","2022",0
"Paraty","Amarela","2023",2
"Paraty","Amarela","2024",11
"Paraty","Amarela","2025",0
"Paraty","Parda","2015",45
"Paraty","Parda","2016",75
"Paraty","Parda","2017",1
"Paraty","Parda","2018",4
"Paraty","Parda","2019",7
"Paraty","Parda","2020",13
"Paraty","Parda","2021",33
"Paraty","Parda","2022",96
"Paraty","Parda","2023",725
"Paraty","Parda","2024",1895
"Paraty","Parda","2025",185
"Paraty","Indígena","2015",0
"Paraty","Indígena","2016",0
"Paraty","Indígena","2017",0
"Paraty","Indígena","2018",0
"Paraty","Indígena","2019",0
"Paraty","Indígena","2020",0
"Paraty","Indígena","2021",0
"Paraty","Indígena","2022",0
"Paraty","Indígena","2023",4
"Paraty","Indígena","2024",6
"Paraty","Indígena","2025",1
"Paraty","Ignorado","2015",171
"Paraty","Ignorado","2016",17
"Paraty","Ignorado","2017",0
"Paraty","Ignorado","2018",0
"Paraty","Ignorado","2019",2
"Paraty","Ignorado","2020",1
"Paraty","Ignorado","2021",2
"Paraty","Ignorado","2022",2
"Paraty","Ignorado","2023",119
"Paraty","Ignorado","2024",9
"Paraty","Ignorado","2025",1
"Paty do Alferes","Branca","2015",14
"Paty do Alferes","Branca","2016",207
"Paty do Alferes","Branca","2017",1
"Paty do Alferes","Branca","2018",0
"Paty do Alferes","Branca","2019",24
"Paty do Alferes","Branca","2020",24
"Paty do Alferes","Branca","2021",1
"Paty do Alferes","Branca","2022",2
"Paty do Alferes","Branca","2023",36
"Paty do Alferes","Branca","2024",326
"Paty do Alferes","Branca","2025",8
"Paty do Alferes","Preta","2015",1
"Paty do Alferes","Preta","2016",40
"Paty do Alferes","Preta","2017",0
"Paty do Alferes","Preta","2018",0
"Paty do Alferes","Preta","2019",6
"Paty do Alferes","Preta","2020",9
"Paty do Alferes","Preta","2021",0
"Paty do Alferes","Preta","2022",0
"Paty do Alferes","Preta","2023",19
"Paty do Alferes","Preta","2024",122
"Paty do Alferes","Preta","2025",5
"Paty do Alferes","Amarela","2015",0
"Paty do Alferes","Amarela","2016",0
"Paty do Alferes","Amarela","2017",0
"Paty do Alferes","Amarela","2018",0
"Paty do Alferes","Amarela","2019",2
"Paty do Alferes","Amarela","2020",0
"Paty do Alferes","Amarela","2021",0
"Paty do Alferes","Amarela","2022",0
"Paty do Alferes","Amarela","2023",0
"Paty do Alferes","Amarela","2024",9
"Paty do Alferes","Amarela","2025",0
"Paty do Alferes","Parda","2015",7
"Paty do Alferes","Parda","2016",140
"Paty do Alferes","Parda","2017",0
"Paty do Alferes","Parda","2018",0
"Paty do Alferes","Parda","2019",30
"Paty do Alferes","Parda","2020",19
"Paty do Alferes","Parda","2021",2
"Paty do Alferes","Parda","2022",2
"Paty do Alferes","Parda","2023",5
"Paty do Alferes","Parda","2024",334
"Paty do Alferes","Parda","2025",8
"Paty do Alferes","Indígena","2015",0
"Paty do Alferes","Indígena","2016",0
"Paty do Alferes","Indígena","2017",0
"Paty do Alferes","Indígena","2018",0
"Paty do Alferes","Indígena","2019",0
"Paty do Alferes","Indígena","2020",0
"Paty do Alferes","Indígena","2021",0
"Paty do Alferes","Indígena","2022",0
"Paty do Alferes","Indígena","2023",0
"Paty do Alferes","Indígena","2024",0
"Paty do Alferes","Indígena","2025",0
"Paty do Alferes","Ignorado","2015",4
"Paty do Alferes","Ignorado","2016",24
"Paty do Alferes","Ignorado","2017",0
"Paty do Alferes","Ignorado","2018",0
"Paty do Alferes","Ignorado","2019",14
"Paty do Alferes","Ignorado","2020",14
"Paty do Alferes","Ignorado","2021",1
"Paty do Alferes","Ignorado","2022",2
"Paty do Alferes","Ignorado","2023",13
"Paty do Alferes","Ignorado","2024",480
"Paty do Alferes","Ignorado","2025",7
"Petrópolis","Branca","2015",197
"Petrópolis","Branca","2016",650
"Petrópolis","Branca","2017",39
"Petrópolis","Branca","2018",7
"Petrópolis","Branca","2019",105
"Petrópolis","Branca","2020",2
"Petrópolis","Branca","2021",10
"Petrópolis","Branca","2022",16
"Petrópolis","Branca","2023",150
"Petrópolis","Branca","2024",4524
"Petrópolis","Branca","2025",335
"Petrópolis","Preta","2015",23
"Petrópolis","Preta","2016",45
"Petrópolis","Preta","2017",5
"Petrópolis","Preta","2018",3
"Petrópolis","Preta","2019",14
"Petrópolis","Preta","2020",1
"Petrópolis","Preta","2021",3
"Petrópolis","Preta","2022",2
"Petrópolis","Preta","2023",11
"Petrópolis","Preta","2024",952
"Petrópolis","Preta","2025",31
"Petrópolis","Amarela","2015",0
"Petrópolis","Amarela","2016",0
"Petrópolis","Amarela","2017",1
"Petrópolis","Amarela","2018",0
"Petrópolis","Amarela","2019",0
"Petrópolis","Amarela","2020",0
"Petrópolis","Amarela","2021",1
"Petrópolis","Amarela","2022",1
"Petrópolis","Amarela","2023",0
"Petrópolis","Amarela","2024",110
"Petrópolis","Amarela","2025",6
"Petrópolis","Parda","2015",44
"Petrópolis","Parda","2016",78
"Petrópolis","Parda","2017",8
"Petrópolis","Parda","2018",4
"Petrópolis","Parda","2019",59
"Petrópolis","Parda","2020",3
"Petrópolis","Parda","2021",8
"Petrópolis","Parda","2022",7
"Petrópolis","Parda","2023",71
"Petrópolis","Parda","2024",2857
"Petrópolis","Parda","2025",151
"Petrópolis","Indígena","2015",2
"Petrópolis","Indígena","2016",3
"Petrópolis","Indígena","2017",0
"Petrópolis","Indígena","2018",0
"Petrópolis","Indígena","2019",0
"Petrópolis","Indígena","2020",0
"Petrópolis","Indígena","2021",0
"Petrópolis","Indígena","2022",0
"Petrópolis","Indígena","2023",0
"Petrópolis","Indígena","2024",8
"Petrópolis","Indígena","2025",0
"Petrópolis","Ignorado","2015",43
"Petrópolis","Ignorado","2016",83
"Petrópolis","Ignorado","2017",2
"Petrópolis","Ignorado","2018",0
"Petrópolis","Ignorado","2019",8
"Petrópolis","Ignorado","2020",0
"Petrópolis","Ignorado","2021",0
"Petrópolis","Ignorado","2022",0
"Petrópolis","Ignorado","2023",0
"Petrópolis","Ignorado","2024",125
"Petrópolis","Ignorado","2025",0
"Pinheiral","Branca","2015",106
"Pinheiral","Branca","2016",71
"Pinheiral","Branca","2017",2
"Pinheiral","Branca","2018",3
"Pinheiral","Branca","2019",36
"Pinheiral","Branca","2020",72
"Pinheiral","Branca","2021",10
"Pinheiral","Branca","2022",1
"Pinheiral","Branca","2023",9
"Pinheiral","Branca","2024",198
"Pinheiral","Branca","2025",3
"Pinheiral","Preta","2015",28
"Pinheiral","Preta","2016",10
"Pinheiral","Preta","2017",1
"Pinheiral","Preta","2018",1
"Pinheiral","Preta","2019",10
"Pinheiral","Preta","2020",12
"Pinheiral","Preta","2021",0
"Pinheiral","Preta","2022",0
"Pinheiral","Preta","2023",3
"Pinheiral","Preta","2024",35
"Pinheiral","Preta","2025",0
"Pinheiral","Amarela","2015",1
"Pinheiral","Amarela","2016",0
"Pinheiral","Amarela","2017",0
"Pinheiral","Amarela","2018",0
"Pinheiral","Amarela","2019",0
"Pinheiral","Amarela","2020",0
"Pinheiral","Amarela","2021",1
"Pinheiral","Amarela","2022",0
"Pinheiral","Amarela","2023",6
"Pinheiral","Amarela","2024",1
"Pinheiral","Amarela","2025",0
"Pinheiral","Parda","2015",51
"Pinheiral","Parda","2016",46
"Pinheiral","Parda","2017",1
"Pinheiral","Parda","2018",1
"Pinheiral","Parda","2019",22
"Pinheiral","Parda","2020",29
"Pinheiral","Parda","2021",3
"Pinheiral","Parda","2022",0
"Pinheiral","Parda","2023",4
"Pinheiral","Parda","2024",83
"Pinheiral","Parda","2025",6
"Pinheiral","Indígena","2015",0
"Pinheiral","Indígena","2016",0
"Pinheiral","Indígena","2017",0
"Pinheiral","Indígena","2018",0
"Pinheiral","Indígena","2019",0
"Pinheiral","Indígena","2020",0
"Pinheiral","Indígena","2021",0
"Pinheiral","Indígena","2022",0
"Pinheiral","Indígena","2023",0
"Pinheiral","Indígena","2024",3
"Pinheiral","Indígena","2025",0
"Pinheiral","Ignorado","2015",44
"Pinheiral","Ignorado","2016",14
"Pinheiral","Ignorado","2017",0
"Pinheiral","Ignorado","2018",1
"Pinheiral","Ignorado","2019",25
"Pinheiral","Ignorado","2020",18
"Pinheiral","Ignorado","2021",7
"Pinheiral","Ignorado","2022",2
"Pinheiral","Ignorado","2023",19
"Pinheiral","Ignorado","2024",362
"Pinheiral","Ignorado","2025",4
"Piraí","Branca","2015",460
"Piraí","Branca","2016",397
"Piraí","Branca","2017",69
"Piraí","Branca","2018",95
"Piraí","Branca","2019",139
"Piraí","Branca","2020",40
"Piraí","Branca","2021",68
"Piraí","Branca","2022",24
"Piraí","Branca","2023",97
"Piraí","Branca","2024",778
"Piraí","Branca","2025",142
"Piraí","Preta","2015",145
"Piraí","Preta","2016",144
"Piraí","Preta","2017",34
"Piraí","Preta","2018",29
"Piraí","Preta","2019",66
"Piraí","Preta","2020",20
"Piraí","Preta","2021",29
"Piraí","Preta","2022",6
"Piraí","Preta","2023",54
"Piraí","Preta","2024",400
"Piraí","Preta","2025",62
"Piraí","Amarela","2015",2
"Piraí","Amarela","2016",14
"Piraí","Amarela","2017",1
"Piraí","Amarela","2018",1
"Piraí","Amarela","2019",2
"Piraí","Amarela","2020",1
"Piraí","Amarela","2021",0
"Piraí","Amarela","2022",1
"Piraí","Amarela","2023",1
"Piraí","Amarela","2024",16
"Piraí","Amarela","2025",5
"Piraí","Parda","2015",232
"Piraí","Parda","2016",170
"Piraí","Parda","2017",26
"Piraí","Parda","2018",55
"Piraí","Parda","2019",94
"Piraí","Parda","2020",25
"Piraí","Parda","2021",43
"Piraí","Parda","2022",11
"Piraí","Parda","2023",83
"Piraí","Parda","2024",606
"Piraí","Parda","2025",99
"Piraí","Indígena","2015",2
"Piraí","Indígena","2016",3
"Piraí","Indígena","2017",0
"Piraí","Indígena","2018",0
"Piraí","Indígena","2019",0
"Piraí","Indígena","2020",0
"Piraí","Indígena","2021",0
"Piraí","Indígena","2022",0
"Piraí","Indígena","2023",0
"Piraí","Indígena","2024",0
"Piraí","Indígena","2025",0
"Piraí","Ignorado","2015",376
"Piraí","Ignorado","2016",149
"Piraí","Ignorado","2017",1
"Piraí","Ignorado","2018",12
"Piraí","Ignorado","2019",23
"Piraí","Ignorado","2020",9
"Piraí","Ignorado","2021",27
"Piraí","Ignorado","2022",5
"Piraí","Ignorado","2023",20
"Piraí","Ignorado","2024",634
"Piraí","Ignorado","2025",36
"Porciúncula","Branca","2015",96
"Porciúncula","Branca","2016",260
"Porciúncula","Branca","2017",4
"Porciúncula","Branca","2018",3
"Porciúncula","Branca","2019",64
"Porciúncula","Branca","2020",10
"Porciúncula","Branca","2021",10
"Porciúncula","Branca","2022",3
"Porciúncula","Branca","2023",83
"Porciúncula","Branca","2024",72
"Porciúncula","Branca","2025",20
"Porciúncula","Preta","2015",46
"Porciúncula","Preta","2016",100
"Porciúncula","Preta","2017",1
"Porciúncula","Preta","2018",0
"Porciúncula","Preta","2019",17
"Porciúncula","Preta","2020",0
"Porciúncula","Preta","2021",6
"Porciúncula","Preta","2022",2
"Porciúncula","Preta","2023",26
"Porciúncula","Preta","2024",21
"Porciúncula","Preta","2025",6
"Porciúncula","Amarela","2015",1
"Porciúncula","Amarela","2016",2
"Porciúncula","Amarela","2017",0
"Porciúncula","Amarela","2018",0
"Porciúncula","Amarela","2019",1
"Porciúncula","Amarela","2020",0
"Porciúncula","Amarela","2021",1
"Porciúncula","Amarela","2022",3
"Porciúncula","Amarela","2023",2
"Porciúncula","Amarela","2024",1
"Porciúncula","Amarela","2025",4
"Porciúncula","Parda","2015",51
"Porciúncula","Parda","2016",96
"Porciúncula","Parda","2017",1
"Porciúncula","Parda","2018",1
"Porciúncula","Parda","2019",44
"Porciúncula","Parda","2020",2
"Porciúncula","Parda","2021",6
"Porciúncula","Parda","2022",5
"Porciúncula","Parda","2023",47
"Porciúncula","Parda","2024",55
"Porciúncula","Parda","2025",7
"Porciúncula","Indígena","2015",0
"Porciúncula","Indígena","2016",1
"Porciúncula","Indígena","2017",0
"Porciúncula","Indígena","2018",0
"Porciúncula","Indígena","2019",0
"Porciúncula","Indígena","2020",0
"Porciúncula","Indígena","2021",0
"Porciúncula","Indígena","2022",0
"Porciúncula","Indígena","2023",0
"Porciúncula","Indígena","2024",0
"Porciúncula","Indígena","2025",0
"Porciúncula","Ignorado","2015",5
"Porciúncula","Ignorado","2016",18
"Porciúncula","Ignorado","2017",0
"Porciúncula","Ignorado","2018",0
"Porciúncula","Ignorado","2019",5
"Porciúncula","Ignorado","2020",1
"Porciúncula","Ignorado","2021",13
"Porciúncula","Ignorado","2022",5
"Porciúncula","Ignorado","2023",130
"Porciúncula","Ignorado","2024",139
"Porciúncula","Ignorado","2025",10
"Porto Real","Branca","2015",1148
"Porto Real","Branca","2016",65
"Porto Real","Branca","2017",1
"Porto Real","Branca","2018",3
"Porto Real","Branca","2019",7
"Porto Real","Branca","2020",10
"Porto Real","Branca","2021",18
"Porto Real","Branca","2022",2
"Porto Real","Branca","2023",11
"Porto Real","Branca","2024",337
"Porto Real","Branca","2025",11
"Porto Real","Preta","2015",355
"Porto Real","Preta","2016",28
"Porto Real","Preta","2017",1
"Porto Real","Preta","2018",0
"Porto Real","Preta","2019",3
"Porto Real","Preta","2020",0
"Porto Real","Preta","2021",5
"Porto Real","Preta","2022",0
"Porto Real","Preta","2023",0
"Porto Real","Preta","2024",131
"Porto Real","Preta","2025",2
"Porto Real","Amarela","2015",4
"Porto Real","Amarela","2016",1
"Porto Real","Amarela","2017",0
"Porto Real","Amarela","2018",0
"Porto Real","Amarela","2019",0
"Porto Real","Amarela","2020",0
"Porto Real","Amarela","2021",1
"Porto Real","Amarela","2022",0
"Porto Real","Amarela","2023",0
"Porto Real","Amarela","2024",21
"Porto Real","Amarela","2025",2
"Porto Real","Parda","2015",466
"Porto Real","Parda","2016",43
"Porto Real","Parda","2017",1
"Porto Real","Parda","2018",0
"Porto Real","Parda","2019",9
"Porto Real","Parda","2020",4
"Porto Real","Parda","2021",7
"Porto Real","Parda","2022",0
"Porto Real","Parda","2023",8
"Porto Real","Parda","2024",260
"Porto Real","Parda","2025",4
"Porto Real","Indígena","2015",0
"Porto Real","Indígena","2016",0
"Porto Real","Indígena","2017",0
"Porto Real","Indígena","2018",0
"Porto Real","Indígena","2019",0
"Porto Real","Indígena","2020",0
"Porto Real","Indígena","2021",0
"Porto Real","Indígena","2022",0
"Porto Real","Indígena","2023",0
"Porto Real","Indígena","2024",0
"Porto Real","Indígena","2025",0
"Porto Real","Ignorado","2015",88
"Porto Real","Ignorado","2016",30
"Porto Real","Ignorado","2017",2
"Porto Real","Ignorado","2018",0
"Porto Real","Ignorado","2019",2
"Porto Real","Ignorado","2020",3
"Porto Real","Ignorado","2021",10
"Porto Real","Ignorado","2022",2
"Porto Real","Ignorado","2023",14
"Porto Real","Ignorado","2024",146
"Porto Real","Ignorado","2025",4
"Quatis","Branca","2015",276
"Quatis","Branca","2016",25
"Quatis","Branca","2017",3
"Quatis","Branca","2018",2
"Quatis","Branca","2019",19
"Quatis","Branca","2020",2
"Quatis","Branca","2021",12
"Quatis","Branca","2022",14
"Quatis","Branca","2023",14
"Quatis","Branca","2024",122
"Quatis","Branca","2025",12
"Quatis","Preta","2015",62
"Quatis","Preta","2016",5
"Quatis","Preta","2017",0
"Quatis","Preta","2018",0
"Quatis","Preta","2019",5
"Quatis","Preta","2020",0
"Quatis","Preta","2021",7
"Quatis","Preta","2022",2
"Quatis","Preta","2023",4
"Quatis","Preta","2024",51
"Quatis","Preta","2025",3
"Quatis","Amarela","2015",5
"Quatis","Amarela","2016",3
"Quatis","Amarela","2017",0
"Quatis","Amarela","2018",0
"Quatis","Amarela","2019",1
"Quatis","Amarela","2020",0
"Quatis","Amarela","2021",0
"Quatis","Amarela","2022",0
"Quatis","Amarela","2023",0
"Quatis","Amarela","2024",1
"Quatis","Amarela","2025",0
"Quatis","Parda","2015",218
"Quatis","Parda","2016",21
"Quatis","Parda","2017",0
"Quatis","Parda","2018",1
"Quatis","Parda","2019",20
"Quatis","Parda","2020",1
"Quatis","Parda","2021",6
"Quatis","Parda","2022",9
"Quatis","Parda","2023",5
"Quatis","Parda","2024",70
"Quatis","Parda","2025",7
"Quatis","Indígena","2015",9
"Quatis","Indígena","2016",0
"Quatis","Indígena","2017",0
"Quatis","Indígena","2018",0
"Quatis","Indígena","2019",0
"Quatis","Indígena","2020",0
"Quatis","Indígena","2021",0
