"NOME_MUN","RACA_COR","NU_ANO","CASOS"
"Conceição de Macabu","Preta","2023",5
"Conceição de Macabu","Preta","2024",10
"Conceição de Macabu","Preta","2025",8
"Conceição de Macabu","Amarela","2015",0
"Conceição de Macabu","Amarela","2016",0
"Conceição de Macabu","Amarela","2017",0
"Conceição de Macabu","Amarela","2018",0
"Conceição de Macabu","Amarela","2019",0
"Conceição de Macabu","Amarela","2020",0
"Conceição de Macabu","Amarela","2021",0
"Conceição de Macabu","Amarela","2022",0
"Conceição de Macabu","Amarela","2023",0
"Conceição de Macabu","Amarela","2024",1
"Conceição de Macabu","Amarela","2025",0
"Conceição de Macabu","Parda","2015",0
"Conceição de Macabu","Parda","2016",0
"Conceição de Macabu","Parda","2017",0
"Conceição de Macabu","Parda","2018",0
"Conceição de Macabu","Parda","2019",0
"Conceição de Macabu","Parda","2020",0
"Conceição de Macabu","Parda","2021",2
"Conceição de Macabu","Parda","2022",0
"Conceição de Macabu","Parda","2023",6
"Conceição de Macabu","Parda","2024",96
"Conceição de Macabu","Parda","2025",8
"Conceição de Macabu","Indígena","2015",0
"Conceição de Macabu","Indígena","2016",1
"Conceição de Macabu","Indígena","2017",0
"Conceição de Macabu","Indígena","2018",0
"Conceição de Macabu","Indígena","2019",0
"Conceição de Macabu","Indígena","2020",0
"Conceição de Macabu","Indígena","2021",0
"Conceição de Macabu","Indígena","2022",0
"Conceição de Macabu","Indígena","2023",0
"Conceição de Macabu","Indígena","2024",0
"Conceição de Macabu","Indígena","2025",0
"Conceição de Macabu","Ignorado","2015",75
"Conceição de Macabu","Ignorado","2016",418
"Conceição de Macabu","Ignorado","2017",34
"Conceição de Macabu","Ignorado","2018",7
"Conceição de Macabu","Ignorado","2019",53
"Conceição de Macabu","Ignorado","2020",6
"Conceição de Macabu","Ignorado","2021",0
"Conceição de Macabu","Ignorado","2022",5
"Conceição de Macabu","Ignorado","2023",6
"Conceição de Macabu","Ignorado","2024",15
"Conceição de Macabu","Ignorado","2025",0
"Cordeiro","Branca","2015",7
"Cordeiro","Branca","2016",743
"Cordeiro","Branca","2017",10
"Cordeiro","Branca","2018",6
"Cordeiro","Branca","2019",1
"Cordeiro","Branca","2020",4
"Cordeiro","Branca","2021",0
"Cordeiro","Branca","2022",18
"Cordeiro","Branca","2023",14
"Cordeiro","Branca","2024",288
"Cordeiro","Branca","2025",20
"Cordeiro","Preta","2015",0
"Cordeiro","Preta","2016",343
"Cordeiro","Preta","2017",3
"Cordeiro","Preta","2018",1
"Cordeiro","Preta","2019",1
"Cordeiro","Preta","2020",1
"Cordeiro","Preta","2021",0
"Cordeiro","Preta","2022",4
"Cordeiro","Preta","2023",7
"Cordeiro","Preta","2024",70
"Cordeiro","Preta","2025",6
"Cordeiro","Amarela","2015",0
"Cordeiro","Amarela","2016",1
"Cordeiro","Amarela","2017",2
"Cordeiro","Amarela","2018",0
"Cordeiro","Amarela","2019",0
"Cordeiro","Amarela","2020",0
"Cordeiro","Amarela","2021",0
"Cordeiro","Amarela","2022",0
"Cordeiro","Amarela","2023",0
"Cordeiro","Amarela","2024",1
"Cordeiro","Amarela","2025",0
"Cordeiro","Parda","2015",2
"Cordeiro","Parda","2016",196
"Cordeiro","Parda","2017",5
"Cordeiro","Parda","2018",4
"Cordeiro","Parda","2019",0
"Cordeiro","Parda","2020",0
"Cordeiro","Parda","2021",0
"Cordeiro","Parda","2022",4
"Cordeiro","Parda","2023",2
"Cordeiro","Parda","2024",638
"Cordeiro","Parda","2025",10
"Cordeiro","Indígena","2015",0
"Cordeiro","Indígena","2016",0
"Cordeiro","Indígena","2017",0
"Cordeiro","Indígena","2018",0
"Cordeiro","Indígena","2019",0
"Cordeiro","Indígena","2020",0
"Cordeiro","Indígena","2021",0
"Cordeiro","Indígena","2022",0
"Cordeiro","Indígena","2023",0
"Cordeiro","Indígena","2024",26
"Cordeiro","Indígena","2025",0
"Cordeiro","Ignorado","2015",66
"Cordeiro","Ignorado","2016",794
"Cordeiro","Ignorado","2017",13
"Cordeiro","Ignorado","2018",0
"Cordeiro","Ignorado","2019",1
"Cordeiro","Ignorado","2020",1
"Cordeiro","Ignorado","2021",2
"Cordeiro","Ignorado","2022",39
"Cordeiro","Ignorado","2023",0
"Cordeiro","Ignorado","2024",867
"Cordeiro","Ignorado","2025",6
"Duas Barras","Branca","2015",0
"Duas Barras","Branca","2016",38
"Duas Barras","Branca","2017",0
"Duas Barras","Branca","2018",1
"Duas Barras","Branca","2019",3
"Duas Barras","Branca","2020",8
"Duas Barras","Branca","2021",0
"Duas Barras","Branca","2022",0
"Duas Barras","Branca","2023",1
"Duas Barras","Branca","2024",187
"Duas Barras","Branca","2025",14
"Duas Barras","Preta","2015",0
"Duas Barras","Preta","2016",10
"Duas Barras","Preta","2017",0
"Duas Barras","Preta","2018",0
"Duas Barras","Preta","2019",0
"Duas Barras","Preta","2020",3
"Duas Barras","Preta","2021",0
"Duas Barras","Preta","2022",0
"Duas Barras","Preta","2023",1
"Duas Barras","Preta","2024",30
"Duas Barras","Preta","2025",1
"Duas Barras","Amarela","2015",0
"Duas Barras","Amarela","2016",0
"Duas Barras","Amarela","2017",0
"Duas Barras","Amarela","2018",0
"Duas Barras","Amarela","2019",0
"Duas Barras","Amarela","2020",0
"Duas Barras","Amarela","2021",0
"Duas Barras","Amarela","2022",0
"Duas Barras","Amarela","2023",0
"Duas Barras","Amarela","2024",0
"Duas Barras","Amarela","2025",0
"Duas Barras","Parda","2015",0
"Duas Barras","Parda","2016",6
"Duas Barras","Parda","2017",0
"Duas Barras","Parda","2018",0
"Duas Barras","Parda","2019",0
"Duas Barras","Parda","2020",0
"Duas Barras","Parda","2021",0
"Duas Barras","Parda","2022",0
"Duas Barras","Parda","2023",0
"Duas Barras","Parda","2024",54
"Duas Barras","Parda","2025",1
"Duas Barras","Indígena","2015",0
"Duas Barras","Indígena","2016",0
"Duas Barras","Indígena","2017",0
"Duas Barras","Indígena","2018",0
"Duas Barras","Indígena","2019",0
"Duas Barras","Indígena","2020",0
"Duas Barras","Indígena","2021",0
"Duas Barras","Indígena","2022",0
"Duas Barras","Indígena","2023",0
"Duas Barras","Indígena","2024",7
"Duas Barras","Indígena","2025",0
"Duas Barras","Ignorado","2015",0
"Duas Barras","Ignorado","2016",4
"Duas Barras","Ignorado","2017",0
"Duas Barras","Ignorado","2018",0
"Duas Barras","Ignorado","2019",0
"Duas Barras","Ignorado","2020",1
"Duas Barras","Ignorado","2021",0
"Duas Barras","Ignorado","2022",0
"Duas Barras","Ignorado","2023",0
"Duas Barras","Ignorado","2024",692
"Duas Barras","Ignorado","2025",2
"Duque de Caxias","Branca","2015",151
"Duque de Caxias","Branca","2016",206
"Duque de Caxias","Branca","2017",67
"Duque de Caxias","Branca","2018",37
"Duque de Caxias","Branca","2019",34
"Duque de Caxias","Branca","2020",5
"Duque de Caxias","Branca","2021",10
"Duque de Caxias","Branca","2022",18
"Duque de Caxias","Branca","2023",163
"Duque de Caxias","Branca","2024",1068
"Duque de Caxias","Branca","2025",123
"Duque de Caxias","Preta","2015",15
"Duque de Caxias","Preta","2016",50
"Duque de Caxias","Preta","2017",18
"Duque de Caxias","Preta","2018",12
"Duque de Caxias","Preta","2019",3
"Duque de Caxias","Preta","2020",2
"Duque de Caxias","Preta","2021",1
"Duque de Caxias","Preta","2022",8
"Duque de Caxias","Preta","2023",90
"Duque de Caxias","Preta","2024",699
"Duque de Caxias","Preta","2025",44
"Duque de Caxias","Amarela","2015",0
"Duque de Caxias","Amarela","2016",2
"Duque de Caxias","Amarela","2017",0
"Duque de Caxias","Amarela","2018",0
"Duque de Caxias","Amarela","2019",0
"Duque de Caxias","Amarela","2020",0
"Duque de Caxias","Amarela","2021",0
"Duque de Caxias","Amarela","2022",0
"Duque de Caxias","Amarela","2023",18
"Duque de Caxias","Amarela","2024",208
"Duque de Caxias","Amarela","2025",45
"Duque de Caxias","Parda","2015",167
"Duque de Caxias","Parda","2016",286
"Duque de Caxias","Parda","2017",99
"Duque de Caxias","Parda","2018",106
"Duque de Caxias","Parda","2019",64
"Duque de Caxias","Parda","2020",5
"Duque de Caxias","Parda","2021",17
"Duque de Caxias","Parda","2022",49
"Duque de Caxias","Parda","2023",535
"Duque de Caxias","Parda","2024",3535
"Duque de Caxias","Parda","2025",456
"Duque de Caxias","Indígena","2015",0
"Duque de Caxias","Indígena","2016",4
"Duque de Caxias","Indígena","2017",0
"Duque de Caxias","Indígena","2018",2
"Duque de Caxias","Indígena","2019",2
"Duque de Caxias","Indígena","2020",0
"Duque de Caxias","Indígena","2021",0
"Duque de Caxias","Indígena","2022",2
"Duque de Caxias","Indígena","2023",7
"Duque de Caxias","Indígena","2024",6
"Duque de Caxias","Indígena","2025",2
"Duque de Caxias","Ignorado","2015",155
"Duque de Caxias","Ignorado","2016",1545
"Duque de Caxias","Ignorado","2017",209
"Duque de Caxias","Ignorado","2018",142
"Duque de Caxias","Ignorado","2019",613
"Duque de Caxias","Ignorado","2020",34
"Duque de Caxias","Ignorado","2021",84
"Duque de Caxias","Ignorado","2022",402
"Duque de Caxias","Ignorado","2023",907
"Duque de Caxias","Ignorado","2024",1653
"Duque de Caxias","Ignorado","2025",106
"Engenheiro Paulo de Frontin","Branca","2015",42
"Engenheiro Paulo de Frontin","Branca","2016",91
"Engenheiro Paulo de Frontin","Branca","2017",1
"Engenheiro Paulo de Frontin","Branca","2018",3
"Engenheiro Paulo de Frontin","Branca","2019",2
"Engenheiro Paulo de Frontin","Branca","2020",7
"Engenheiro Paulo de Frontin","Branca","2021",0
"Engenheiro Paulo de Frontin","Branca","2022",2
"Engenheiro Paulo de Frontin","Branca","2023",27
"Engenheiro Paulo de Frontin","Branca","2024",124
"Engenheiro Paulo de Frontin","Branca","2025",38
"Engenheiro Paulo de Frontin","Preta","2015",12
"Engenheiro Paulo de Frontin","Preta","2016",21
"Engenheiro Paulo de Frontin","Preta","2017",0
"Engenheiro Paulo de Frontin","Preta","2018",0
"Engenheiro Paulo de Frontin","Preta","2019",0
"Engenheiro Paulo de Frontin","Preta","2020",4
"Engenheiro Paulo de Frontin","Preta","2021",0
"Engenheiro Paulo de Frontin","Preta","2022",0
"Engenheiro Paulo de Frontin","Preta","2023",9
"Engenheiro Paulo de Frontin","Preta","2024",46
"Engenheiro Paulo de Frontin","Preta","2025",9
"Engenheiro Paulo de Frontin","Amarela","2015",0
"Engenheiro Paulo de Frontin","Amarela","2016",0
"Engenheiro Paulo de Frontin","Amarela","2017",0
"Engenheiro Paulo de Frontin","Amarela","2018",0
"Engenheiro Paulo de Frontin","Amarela","2019",0
"Engenheiro Paulo de Frontin","Amarela","2020",0
"Engenheiro Paulo de Frontin","Amarela","2021",0
"Engenheiro Paulo de Frontin","Amarela","2022",0
"Engenheiro Paulo de Frontin","Amarela","2023",0
"Engenheiro Paulo de Frontin","Amarela","2024",1
"Engenheiro Paulo de Frontin","Amarela","2025",0
"Engenheiro Paulo de Frontin","Parda","2015",22
"Engenheiro Paulo de Frontin","Parda","2016",26
"Engenheiro Paulo de Frontin","Parda","2017",0
"Engenheiro Paulo de Frontin","Parda","2018",1
"Engenheiro Paulo de Frontin","Parda","2019",1
"Engenheiro Paulo de Frontin","Parda","2020",4
"Engenheiro Paulo de Frontin","Parda","2021",1
"Engenheiro Paulo de Frontin","Parda","2022",1
"Engenheiro Paulo de Frontin","Parda","2023",31
"Engenheiro Paulo de Frontin","Parda","2024",133
"Engenheiro Paulo de Frontin","Parda","2025",28
"Engenheiro Paulo de Frontin","Indígena","2015",0
"Engenheiro Paulo de Frontin","Indígena","2016",1
"Engenheiro Paulo de Frontin","Indígena","2017",0
"Engenheiro Paulo de Frontin","Indígena","2018",0
"Engenheiro Paulo de Frontin","Indígena","2019",0
"Engenheiro Paulo de Frontin","Indígena","2020",0
"Engenheiro Paulo de Frontin","Indígena","2021",0
"Engenheiro Paulo de Frontin","Indígena","2022",0
"Engenheiro Paulo de Frontin","Indígena","2023",0
"Engenheiro Paulo de Frontin","Indígena","2024",0
"Engenheiro Paulo de Frontin","Indígena","2025",0
"Engenheiro Paulo de Frontin","Ignorado","2015",10
"Engenheiro Paulo de Frontin","Ignorado","2016",28
"Engenheiro Paulo de Frontin","Ignorado","2017",1
"Engenheiro Paulo de Frontin","Ignorado","2018",2
"Engenheiro Paulo de Frontin","Ignorado","2019",1
"Engenheiro Paulo de Frontin","Ignorado","2020",1
"Engenheiro Paulo de Frontin","Ignorado","2021",0
"Engenheiro Paulo de Frontin","Ignorado","2022",0
"Engenheiro Paulo de Frontin","Ignorado","2023",0
"Engenheiro Paulo de Frontin","Ignorado","2024",1
"Engenheiro Paulo de Frontin","Ignorado","2025",0
"Guapimirim","Branca","2015",8
"Guapimirim","Branca","2016",9
"Guapimirim","Branca","2017",2
"Guapimirim","Branca","2018",3
"Guapimirim","Branca","2019",0
"Guapimirim","Branca","2020",0
"Guapimirim","Branca","2021",0
"Guapimirim","Branca","2022",3
"Guapimirim","Branca","2023",59
"Guapimirim","Branca","2024",94
"Guapimirim","Branca","2025",80
"Guapimirim","Preta","2015",2
"Guapimirim","Preta","2016",0
"Guapimirim","Preta","2017",0
"Guapimirim","Preta","2018",2
"Guapimirim","Preta","2019",0
"Guapimirim","Preta","2020",0
"Guapimirim","Preta","2021",0
"Guapimirim","Preta","2022",0
"Guapimirim","Preta","2023",15
"Guapimirim","Preta","2024",29
"Guapimirim","Preta","2025",27
"Guapimirim","Amarela","2015",0
"Guapimirim","Amarela","2016",0
"Guapimirim","Amarela","2017",0
"Guapimirim","Amarela","2018",0
"Guapimirim","Amarela","2019",0
"Guapimirim","Amarela","2020",0
"Guapimirim","Amarela","2021",0
"Guapimirim","Amarela","2022",0
"Guapimirim","Amarela","2023",0
"Guapimirim","Amarela","2024",0
"Guapimirim","Amarela","2025",0
"Guapimirim","Parda","2015",5
"Guapimirim","Parda","2016",50
"Guapimirim","Parda","2017",2
"Guapimirim","Parda","2018",2
"Guapimirim","Parda","2019",4
"Guapimirim","Parda","2020",0
"Guapimirim","Parda","2021",2
"Guapimirim","Parda","2022",5
"Guapimirim","Parda","2023",69
"Guapimirim","Parda","2024",137
"Guapimirim","Parda","2025",214
"Guapimirim","Indígena","2015",0
"Guapimirim","Indígena","2016",0
"Guapimirim","Indígena","2017",0
"Guapimirim","Indígena","2018",0
"Guapimirim","Indígena","2019",0
"Guapimirim","Indígena","2020",0
"Guapimirim","Indígena","2021",0
"Guapimirim","Indígena","2022",0
"Guapimirim","Indígena","2023",0
"Guapimirim","Indígena","2024",0
"Guapimirim","Indígena","2025",0
"Guapimirim","Ignorado","2015",28
"Guapimirim","Ignorado","2016",234
"Guapimirim","Ignorado","2017",11
"Guapimirim","Ignorado","2018",2
"Guapimirim","Ignorado","2019",6
"Guapimirim","Ignorado","2020",0
"Guapimirim","Ignorado","2021",0
"Guapimirim","Ignorado","2022",0
"Guapimirim","Ignorado","2023",0
"Guapimirim","Ignorado","2024",0
"Guapimirim","Ignorado","2025",0
"Iguaba Grande","Branca","2015",26
"Iguaba Grande","Branca","2016",52
"Iguaba Grande","Branca","2017",1
"Iguaba Grande","Branca","2018",6
"Iguaba Grande","Branca","2019",20
"Iguaba Grande","Branca","2020",20
"Iguaba Grande","Branca","2021",11
"Iguaba Grande","Branca","2022",42
"Iguaba Grande","Branca","2023",101
"Iguaba Grande","Branca","2024",237
"Iguaba Grande","Branca","2025",90
"Iguaba Grande","Preta","2015",4
"Iguaba Grande","Preta","2016",5
"Iguaba Grande","Preta","2017",0
"Iguaba Grande","Preta","2018",2
"Iguaba Grande","Preta","2019",4
"Iguaba Grande","Preta","2020",7
"Iguaba Grande","Preta","2021",5
"Iguaba Grande","Preta","2022",21
"Iguaba Grande","Preta","2023",18
"Iguaba Grande","Preta","2024",53
"Iguaba Grande","Preta","2025",26
"Iguaba Grande","Amarela","2015",0
"Iguaba Grande","Amarela","2016",0
"Iguaba Grande","Amarela","2017",0
"Iguaba Grande","Amarela","2018",0
"Iguaba Grande","Amarela","2019",0
"Iguaba Grande","Amarela","2020",1
"Iguaba Grande","Amarela","2021",0
"Iguaba Grande","Amarela","2022",2
"Iguaba Grande","Amarela","2023",0
"Iguaba Grande","Amarela","2024",4
"Iguaba Grande","Amarela","2025",3
"Iguaba Grande","Parda","2015",21
"Iguaba Grande","Parda","2016",25
"Iguaba Grande","Parda","2017",0
"Iguaba Grande","Parda","2018",5
"Iguaba Grande","Parda","2019",3
"Iguaba Grande","Parda","2020",14
"Iguaba Grande","Parda","2021",9
"Iguaba Grande","Parda","2022",36
"Iguaba Grande","Parda","2023",75
"Iguaba Grande","Parda","2024",195
"Iguaba Grande","Parda","2025",96
"Iguaba Grande","Indígena","2015",0
"Iguaba Grande","Indígena","2016",1
"Iguaba Grande","Indígena","2017",0
"Iguaba Grande","Indígena","2018",0
"Iguaba Grande","Indígena","2019",0
"Iguaba Grande","Indígena","2020",0
"Iguaba Grande","Indígena","2021",0
"Iguaba Grande","Indígena","2022",0
"Iguaba Grande","Indígena","2023",0
"Iguaba Grande","Indígena","2024",0
"Iguaba Grande","Indígena","2025",1
"Iguaba Grande","Ignorado","2015",16
"Iguaba Grande","Ignorado","2016",95
"Iguaba Grande","Ignorado","2017",1
"Iguaba Grande","Ignorado","2018",4
"Iguaba Grande","Ignorado","2019",3
"Iguaba Grande","Ignorado","2020",3
"Iguaba Grande","Ignorado","2021",0
"Iguaba Grande","Ignorado","2022",6
"Iguaba Grande","Ignorado","2023",5
"Iguaba Grande","Ignorado","2024",9
"Iguaba Grande","Ignorado","2025",3
"Itaboraí","Branca","2015",62
"Itaboraí","Branca","2016",23
"Itaboraí","Branca","2017",24
"Itaboraí","Branca","2018",175
"Itaboraí","Branca","2019",54
"Itaboraí","Branca","2020",40
"Itaboraí","Branca","2021",12
"Itaboraí","Branca","2022",26
"Itaboraí","Branca","2023",102
"Itaboraí","Branca","2024",1303
"Itaboraí","Branca","2025",253
"Itaboraí","Preta","2015",22
"Itaboraí","Preta","2016",6
"Itaboraí","Preta","2017",10
"Itaboraí","Preta","2018",34
"Itaboraí","Preta","2019",20
"Itaboraí","Preta","2020",8
"Itaboraí","Preta","2021",5
"Itaboraí","Preta","2022",3
"Itaboraí","Preta","2023",35
"Itaboraí","Preta","2024",579
"Itaboraí","Preta","2025",113
"Itaboraí","Amarela","2015",2
"Itaboraí","Amarela","2016",0
"Itaboraí","Amarela","2017",0
"Itaboraí","Amarela","2018",4
"Itaboraí","Amarela","2019",0
"Itaboraí","Amarela","2020",0
"Itaboraí","Amarela","2021",0
"Itaboraí","Amarela","2022",0
"Itaboraí","Amarela","2023",0
"Itaboraí","Amarela","2024",22
"Itaboraí","Amarela","2025",1
"Itaboraí","Parda","2015",52
"Itaboraí","Parda","2016",24
"Itaboraí","Parda","2017",11
"Itaboraí","Parda","2018",116
"Itaboraí","Parda","2019",55
"Itaboraí","Parda","2020",32
"Itaboraí","Parda","2021",7
"Itaboraí","Parda","2022",24
"Itaboraí","Parda","2023",218
"Itaboraí","Parda","2024",4513
"Itaboraí","Parda","2025",916
"Itaboraí","Indígena","2015",0
"Itaboraí","Indígena","2016",0
"Itaboraí","Indígena","2017",0
"Itaboraí","Indígena","2018",2
"Itaboraí","Indígena","2019",2
"Itaboraí","Indígena","2020",0
"Itaboraí","Indígena","2021",0
"Itaboraí","Indígena","2022",0
"Itaboraí","Indígena","2023",1
"Itaboraí","Indígena","2024",9
"Itaboraí","Indígena","2025",0
"Itaboraí","Ignorado","2015",643
"Itaboraí","Ignorado","2016",529
"Itaboraí","Ignorado","2017",610
"Itaboraí","Ignorado","2018",2388
"Itaboraí","Ignorado","2019",611
"Itaboraí","Ignorado","2020",192
"Itaboraí","Ignorado","2021",23
"Itaboraí","Ignorado","2022",96
"Itaboraí","Ignorado","2023",339
"Itaboraí","Ignorado","2024",214
"Itaboraí","Ignorado","2025",4
"Itaguaí","Branca","2015",180
"Itaguaí","Branca","2016",95
"Itaguaí","Branca","2017",0
"Itaguaí","Branca","2018",2
"Itaguaí","Branca","2019",7
"Itaguaí","Branca","2020",2
"Itaguaí","Branca","2021",7
"Itaguaí","Branca","2022",114
"Itaguaí","Branca","2023",111
"Itaguaí","Branca","2024",104
"Itaguaí","Branca","2025",1
"Itaguaí","Preta","2015",52
"Itaguaí","Preta","2016",39
"Itaguaí","Preta","2017",0
"Itaguaí","Preta","2018",0
"Itaguaí","Preta","2019",2
"Itaguaí","Preta","2020",0
"Itaguaí","Preta","2021",0
"Itaguaí","Preta","2022",35
"Itaguaí","Preta","2023",23
"Itaguaí","Preta","2024",11
"Itaguaí","Preta","2025",1
"Itaguaí","Amarela","2015",1
"Itaguaí","Amarela","2016",2
"Itaguaí","Amarela","2017",0
"Itaguaí","Amarela","2018",0
"Itaguaí","Amarela","2019",1
"Itaguaí","Amarela","2020",0
"Itaguaí","Amarela","2021",0
"Itaguaí","Amarela","2022",8
"Itaguaí","Amarela","2023",6
"Itaguaí","Amarela","2024",9
"Itaguaí","Amarela","2025",0
"Itaguaí","Parda","2015",144
"Itaguaí","Parda","2016",63
"Itaguaí","Parda","2017",3
"Itaguaí","Parda","2018",4
"Itaguaí","Parda","2019",14
"Itaguaí","Parda","2020",1
"Itaguaí","Parda","2021",7
"Itaguaí","Parda","2022",174
"Itaguaí","Parda","2023",124
"Itaguaí","Parda","2024",145
"Itaguaí","Parda","2025",7
"Itaguaí","Indígena","2015",0
"Itaguaí","Indígena","2016",0
"Itaguaí","Indígena","2017",0
"Itaguaí","Indígena","2018",0
"Itaguaí","Indígena","2019",0
"Itaguaí","Indígena","2020",0
"Itaguaí","Indígena","2021",0
"Itaguaí","Indígena","2022",0
"Itaguaí","Indígena","2023",0
"Itaguaí","Indígena","2024",0
"Itaguaí","Indígena","2025",0
"Itaguaí","Ignorado","2015",530
"Itaguaí","Ignorado","2016",71
"Itaguaí","Ignorado","2017",0
"Itaguaí","Ignorado","2018",1
"Itaguaí","Ignorado","2019",9
"Itaguaí","Ignorado","2020",0
"Itaguaí","Ignorado","2021",5
"Itaguaí","Ignorado","2022",36
"Itaguaí","Ignorado","2023",24
"Itaguaí","Ignorado","2024",15
"Itaguaí","Ignorado","2025",0
"Italva","Branca","2015",52
"Italva","Branca","2016",144
"Italva","Branca","2017",5
"Italva","Branca","2018",20
"Italva","Branca","2019",15
"Italva","Branca","2020",16
"Italva","Branca","2021",6
"Italva","Branca","2022",53
"Italva","Branca","2023",190
"Italva","Branca","2024",355
"Italva","Branca","2025",22
"Italva","Preta","2015",2
"Italva","Preta","2016",8
"Italva","Preta","2017",1
"Italva","Preta","2018",1
"Italva","Preta","2019",0
"Italva","Preta","2020",0
"Italva","Preta","2021",0
"Italva","Preta","2022",4
"Italva","Preta","2023",30
"Italva","Preta","2024",45
"Italva","Preta","2025",3
"Italva","Amarela","2015",0
"Italva","Amarela","2016",0
"Italva","Amarela","2017",0
"Italva","Amarela","2018",0
"Italva","Amarela","2019",0
"Italva","Amarela","2020",0
"Italva","Amarela","2021",0
"Italva","Amarela","2022",2
"Italva","Amarela","2023",2
"Italva","Amarela","2024",0
"Italva","Amarela","2025",0
"Italva","Parda","2015",3
"Italva","Parda","2016",48
"Italva","Parda","2017",1
"Italva","Parda","2018",5
"Italva","Parda","2019",5
"Italva","Parda","2020",5
"Italva","Parda","2021",0
"Italva","Parda","2022",31
"Italva","Parda","2023",166
"Italva","Parda","2024",224
"Italva","Parda","2025",12
"Italva","Indígena","2015",0
"Italva","Indígena","2016",0
"Italva","Indígena","2017",0
"Italva","Indígena","2018",0
"Italva","Indígena","2019",0
"Italva","Indígena","2020",0
"Italva","Indígena","2021",0
"Italva","Indígena","2022",1
"Italva","Indígena","2023",2
"Italva","Indígena","2024",0
"Italva","Indígena","2025",0
"Italva","Ignorado","2015",9
"Italva","Ignorado","2016",203
"Italva","Ignorado","2017",0
"Italva","Ignorado","2018",0
"Italva","Ignorado","2019",0
"Italva","Ignorado","2020",0
"Italva","Ignorado","2021",0
"Italva","Ignorado","2022",0
"Italva","Ignorado","2023",0
"Italva","Ignorado","2024",125
"Italva","Ignorado","2025",0
"Itaocara","Branca","2015",24
"Itaocara","Branca","2016",64
"Itaocara","Branca","2017",4
"Itaocara","Branca","2018",34
"Itaocara","Branca","2019",4
"Itaocara","Branca","2020",5
"Itaocara","Branca","2021",7
"Itaocara","Branca","2022",42
"Itaocara","Branca","2023",8
"Itaocara","Branca","2024",107
"Itaocara","Branca","2025",42
"Itaocara","Preta","2015",2
"Itaocara","Preta","2016",12
"Itaocara","Preta","2017",0
"Itaocara","Preta","2018",6
"Itaocara","Preta","2019",0
"Itaocara","Preta","2020",0
"Itaocara","Preta","2021",2
"Itaocara","Preta","2022",9
"Itaocara","Preta","2023",2
"Itaocara","Preta","2024",25
"Itaocara","Preta","2025",7
"Itaocara","Amarela","2015",0
"Itaocara","Amarela","2016",0
"Itaocara","Amarela","2017",0
"Itaocara","Amarela","2018",1
"Itaocara","Amarela","2019",0
"Itaocara","Amarela","2020",0
"Itaocara","Amarela","2021",0
"Itaocara","Amarela","2022",0
"Itaocara","Amarela","2023",0
"Itaocara","Amarela","2024",1
"Itaocara","Amarela","2025",0
"Itaocara","Parda","2015",2
"Itaocara","Parda","2016",10
"Itaocara","Parda","2017",0
"Itaocara","Parda","2018",14
"Itaocara","Parda","2019",2
"Itaocara","Parda","2020",1
"Itaocara","Parda","2021",2
"Itaocara","Parda","2022",2
"Itaocara","Parda","2023",0
"Itaocara","Parda","2024",15
"Itaocara","Parda","2025",3
"Itaocara","Indígena","2015",0
"Itaocara","Indígena","2016",0
"Itaocara","Indígena","2017",0
"Itaocara","Indígena","2018",0
"Itaocara","Indígena","2019",0
"Itaocara","Indígena","2020",0
"Itaocara","Indígena","2021",0
"Itaocara","Indígena","2022",0
"Itaocara","Indígena","2023",0
"Itaocara","Indígena","2024",1
"Itaocara","Indígena","2025",0
"Itaocara","Ignorado","2015",0
"Itaocara","Ignorado","2016",3
"Itaocara","Ignorado","2017",0
"Itaocara","Ignorado","2018",1
"Itaocara","Ignorado","2019",1
"Itaocara","Ignorado","2020",0
"Itaocara","Ignorado","2021",1
"Itaocara","Ignorado","2022",28
"Itaocara","Ignorado","2023",0
"Itaocara","Ignorado","2024",44
"Itaocara","Ignorado","2025",0
"Itaperuna","Branca","2015",134
"Itaperuna","Branca","2016",1591
"Itaperuna","Branca","2017",110
"Itaperuna","Branca","2018",176
"Itaperuna","Branca","2019",92
"Itaperuna","Branca","2020",18
"Itaperuna","Branca","2021",19
"Itaperuna","Branca","2022",190
"Itaperuna","Branca","2023",726
"Itaperuna","Branca","2024",712
"Itaperuna","Branca","2025",326
"Itaperuna","Preta","2015",25
"Itaperuna","Preta","2016",256
"Itaperuna","Preta","2017",22
"Itaperuna","Preta","2018",30
"Itaperuna","Preta","2019",26
"Itaperuna","Preta","2020",6
"Itaperuna","Preta","2021",3
"Itaperuna","Preta","2022",23
"Itaperuna","Preta","2023",162
"Itaperuna","Preta","2024",140
"Itaperuna","Preta","2025",111
"Itaperuna","Amarela","2015",1
"Itaperuna","Amarela","2016",28
"Itaperuna","Amarela","2017",3
"Itaperuna","Amarela","2018",1
"Itaperuna","Amarela","2019",3
"Itaperuna","Amarela","2020",0
"Itaperuna","Amarela","2021",0
"Itaperuna","Amarela","2022",6
"Itaperuna","Amarela","2023",7
"Itaperuna","Amarela","2024",10
"Itaperuna","Amarela","2025",11
"Itaperuna","Parda","2015",38
"Itaperuna","Parda","2016",452
"Itaperuna","Parda","2017",64
"Itaperuna","Parda","2018",90
"Itaperuna","Parda","2019",81
"Itaperuna","Parda","2020",32
"Itaperuna","Parda","2021",40
"Itaperuna","Parda","2022",210
