"Cód.","Município","Ano","População"
"3305505","Saquarema (RJ)",2018,87704
"3305505","Saquarema (RJ)",2019,89170
"3305505","Saquarema (RJ)",2020,90583
"3305505","Saquarema (RJ)",2021,91938
"3305505","Saquarema (RJ)",2024,95201
"3305505","Saquarema (RJ)",2025,95315
"3305554","Seropédica (RJ)",2015,82892
"3305554","Seropédica (RJ)",2016,83667
"3305554","Seropédica (RJ)",2017,84416
"3305554","Seropédica (RJ)",2018,86743
"3305554","Seropédica (RJ)",2019,82312
"3305554","Seropédica (RJ)",2020,83092
"3305554","Seropédica (RJ)",2021,83841
"3305554","Seropédica (RJ)",2024,84737
"3305554","Seropédica (RJ)",2025,84794
"3305604","Silva Jardim (RJ)",2015,21307
"3305604","Silva Jardim (RJ)",2016,21279
"3305604","Silva Jardim (RJ)",2017,21253
"3305604","Silva Jardim (RJ)",2018,21773
"3305604","Silva Jardim (RJ)",2019,21774
"3305604","Silva Jardim (RJ)",2020,21774
"3305604","Silva Jardim (RJ)",2021,21775
"3305604","Silva Jardim (RJ)",2024,22026
"3305604","Silva Jardim (RJ)",2025,22028
"3305703","Sumidouro (RJ)",2015,15127
"3305703","Sumidouro (RJ)",2016,15153
"3305703","Sumidouro (RJ)",2017,15191
"3305703","Sumidouro (RJ)",2018,15577
"3305703","Sumidouro (RJ)",2019,15623
"3305703","Sumidouro (RJ)",2020,15667
"3305703","Sumidouro (RJ)",2021,15709
"3305703","Sumidouro (RJ)",2024,15690
"3305703","Sumidouro (RJ)",2025,15693
"3305752","Tanguá (RJ)",2015,32426
"3305752","Tanguá (RJ)",2016,32703
"3305752","Tanguá (RJ)",2017,32970
"3305752","Tanguá (RJ)",2018,33870
"3305752","Tanguá (RJ)",2019,34309
"3305752","Tanguá (RJ)",2020,34610
"3305752","Tanguá (RJ)",2021,34898
"3305752","Tanguá (RJ)",2024,32858
"3305752","Tanguá (RJ)",2025,32865
"3305802","Teresópolis (RJ)",2015,173060
"3305802","Teresópolis (RJ)",2016,174587
"3305802","Teresópolis (RJ)",2017,176060
"3305802","Teresópolis (RJ)",2018,180886
"3305802","Teresópolis (RJ)",2019,182594
"3305802","Teresópolis (RJ)",2020,184240
"3305802","Teresópolis (RJ)",2021,185820
"3305802","Teresópolis (RJ)",2024,176692
"3305802","Teresópolis (RJ)",2025,176735
"3305901","Trajano de Moraes (RJ)",2015,10350
"3305901","Trajano de Moraes (RJ)",2016,10351
"3305901","Trajano de Moraes (RJ)",2017,10352
"3305901","Trajano de Moraes (RJ)",2018,10611
"3305901","Trajano de Moraes (RJ)",2019,10626
"3305901","Trajano de Moraes (RJ)",2020,10640
"3305901","Trajano de Moraes (RJ)",2021,10653
"3305901","Trajano de Moraes (RJ)",2024,10652
"3305901","Trajano de Moraes (RJ)",2025,10654
"3306008","Três Rios (RJ)",2015,79264
"3306008","Três Rios (RJ)",2016,79230
"3306008","Três Rios (RJ)",2017,79402
"3306008","Três Rios (RJ)",2018,81453
"3306008","Três Rios (RJ)",2019,81804
"3306008","Três Rios (RJ)",2020,82142
"3306008","Três Rios (RJ)",2021,82468
"3306008","Três Rios (RJ)",2024,82300
"3306008","Três Rios (RJ)",2025,82319
"3306107","Valença (RJ)",2015,73725
"3306107","Valença (RJ)",2016,73997
"3306107","Valença (RJ)",2017,74237
"3306107","Valença (RJ)",2018,76163
"3306107","Valença (RJ)",2019,76523
"3306107","Valença (RJ)",2020,76869
"3306107","Valença (RJ)",2021,77202
"3306107","Valença (RJ)",2024,71462
"3306107","Valença (RJ)",2025,71449
"3306156","Varre-Sai (RJ)",2015,10402
"3306156","Varre-Sai (RJ)",2016,10500
"3306156","Varre-Sai (RJ)",2017,10597
"3306156","Varre-Sai (RJ)",2018,10890
"3306156","Varre-Sai (RJ)",2019,11000
"3306156","Varre-Sai (RJ)",2020,11106
"3306156","Varre-Sai (RJ)",2021,11208
"3306156","Varre-Sai (RJ)",2024,10559
"3306156","Varre-Sai (RJ)",2025,10563
"3306206","Vassouras (RJ)",2015,35432
"3306206","Vassouras (RJ)",2016,35622
"3306206","Vassouras (RJ)",2017,35768
"3306206","Vassouras (RJ)",2018,36702
"3306206","Vassouras (RJ)",2019,36896
"3306206","Vassouras (RJ)",2020,37083
"3306206","Vassouras (RJ)",2021,37262
"3306206","Vassouras (RJ)",2024,35904
"3306206","Vassouras (RJ)",2025,35907
"3306305","Volta Redonda (RJ)",2015,262970
"3306305","Volta Redonda (RJ)",2016,263659
"3306305","Volta Redonda (RJ)",2017,265201
"3306305","Volta Redonda (RJ)",2018,271998
"3306305","Volta Redonda (RJ)",2019,273012
"3306305","Volta Redonda (RJ)",2020,273988
"3306305","Volta Redonda (RJ)",2021,274925
"3306305","Volta Redonda (RJ)",2024,279898
"3306305","Volta Redonda (RJ)",2025,279971
"Fonte: IBGE - Estimativas de População","",NA,NA
"Notas","",NA,NA
"Em 2003:
O contingente populacional estimado para o Município de Caraíbas, no Estado da Bahia foi reduzido em 5.006 habitantes, devido ao processo de sindicância recentemente encerrado que apurou sobre enumeração ocorrida quando da realização do Censo Demográfico 2000.

Em 2004:","",NA,NA
"1 - O contingente populacional estimado para o Município de Caraíbas, no Estado da Bahia foi reduzido em 5.006 habitantes, devido ao processo de sindicância recentemente encerrado que apurou sobre enumeração ocorrida quando da realização do Censo Demográfico 2000.","",NA,NA
"2 - Inclusive 4 municípios com instalação prevista para 1º de janeiro de 2005: Aroeiras do Itaim (PI), Figueirão (MS), Ipiranga do Norte (MT) e Itanhangá (MT).

Em 2008:
Inclusive o Município de Nazária - PI, com previsão de instalação em 1º de janeiro de 2009.

Em 2009:
Por determinação judicial e para efeito de distribuição do Fundo de Participação dos Municípios, a população do Município de Uruará-PA é de 59.881 habitantes. Processo Judicial nº 2008.39.03.000085-6.

Em 2011:","",NA,NA
"1 - A população do Brasil difere em 2.791 pessoas (192.379.287 pessoas) em relação àquela divulgada no D.O.U em 31/08/2011 (192.376.496 pessoas) em decorrência do critério de arredondamento para números inteiros, a ser adotado a partir deste ano.","",NA,NA
"2 - O Município de Santarém-PB, código 13653, passou a ser denominado oficialmente de Joca Claudino-PB a partir de 23/11/2010, por força de Lei Municipal nº 049/2010.","",NA,NA
"3 - o Município de Campo de Santana-PB, código 16409, passou a ser denominado oficialmente de Tacima-PB a partir de 30/12/2009, por força de Lei Complementar nº 016/2009.

Em 2012:","",NA,NA
"1 - Por determinação judicial e para efeito de distribuição do Fundo de Participação dos Municípios, a população do Município de Brasil Novo-PA é de 17.960 habitantes. Processo Judicial nº 1-28.2012.4.01.3903.","",NA,NA
"2 - Por determinação judicial e para efeito de distribuição do Fundo de Participação dos Municípios, a população do Município de Jacareacanga-PA é de 41.487 habitantes. Processo Judicial nº 798-41.2011.4.01.3902, Seção Judiciária de Itaituba-PA.","",NA,NA
"3 - Municípios instalados em 1º de janeiro de 2013.

Em 2013:
Por determinação judicial e para efeito de distribuição do Fundo de Participação dos Municípios, a população do Município de Jacareacanga-PA é de 41.487 habitantes. Processo Judicial nº 798-41.2011 4.01.3902 Seção Judiciária de Itaituba-PA.

Em 2014:","",NA,NA
"1 - Por determinação judicial e para efeito de distribuição do Fundo de Participação dos Municípios, a população do Município de Jacareacanga-PA é de 41.487 habitantes. Processo Judicial nº 798-41.2011.4.01.3902, Seção Judiciária de Itaituba-PA.","",NA,NA
"2 - Por determinação judicial o Município de Coronel João Sá - BA teve os efeitos das estimativas das populações de 2014, 2015 e 2016 suspensas, passando a vigorar, para efeito de distribuição do Fundo de Participação dos Municípios, a população estimada para o ano de 2013, que foi de 17.422 habitantes. Processo Judicial nº 0002222-53.2017.4.01.3306 - Vara Única de Paulo Afonso-BA.

Em 2015:","",NA,NA
"1 - Por determinação judicial, o Município de Porto Velho-RO teve suspensos os resultados do CENSO IBGE 2015, devendo-se utilizar como válidos, até futura decisão em contrário, a população estimada para 2014, que foi de 494.013 habitantes. Processo Judicial nº 12316-40.2016.4.01.4100 - Seção Judiciária de Rondônia.","",NA,NA
"2 - Por determinação judicial e para efeito de distribuição do Fundo de Participação dos Municípios, a população do Município de Jacareacanga-PA é de 41.487 habitantes. Processo Judicial nº 798-41.2011.4.01.3902, Seção Judiciária de Itaituba-PA.","",NA,NA
"3 - Por determinação judicial o município de Coronel João Sá - BA teve os efeitos das estimativas das populações de 2014, 2015 e 2016 suspensas, passando a vigorar, para efeito de distribuição do Fundo de Participação dos Municípios, a população estimada para o ano de 2013, que foi de 17.422 habitantes. Processo Judicial nº 0002222-53.2017.4.01.3306 - Vara Única de Paulo Afonso-BA.","",NA,NA
"4 - Por determinação judicial e para efeito no Fundo de Participação dos Municípios, a população em 2015 para os os Municípios de Euclides da Cunha (BA) e Quijingue (BA), são de 61.228 e 28.093 habitantes, respectivamente. Processo Judicial nº 0000130-39.2016.4.01.3306 - Subseção Judiciária de Paulo Afonso-BA.","",NA,NA
"5 - Por determinação judicial e para efeito no Fundo de Participação dos Municípios, a população em 2015 para o Município Presidente Jânio Quadros é de 13.586 habitantes. Processo Judicial nº 63603-42.2015.4.01.3400, Seção Judiciária do Distrito Federal, 15ª Vara Federal.

Em 2016:","",NA,NA
"1 - Por determinação judicial, o Município de Porto Velho-RO teve suspensos os resultados do CENSO IBGE 2015, devendo-se utilizar como válidos, até futura decisão em contrário, a população estimada para 2014, que foi de 494.013 habitantes. Processo Judicial nº 12316-40.2016.4.01.4100 - Seção Judiciária de Rondônia.","",NA,NA
"2 - Por determinação judicial e para efeito de distribuição do Fundo de Participação dos Municípios, a população do Município de Jacareacanga-PA é de 41.487 habitantes. Processo Judicial nº 798-41.2011.4.01.3902, Seção Judiciária de Itaituba-PA.","",NA,NA
"3 - Por determinação judicial o Município de Coronel João Sá - BA teve os efeitos das estimativas das populações de 2014, 2015 e 2016 suspensas, passando a vigorar, para efeito de distribuição do Fundo de Participação dos Municípios, a população estimada para o ano de 2013, que foi de 17.422 habitantes. Processo Judicial nº 0002222-53.2017.4.01.3306 - Vara Única de Paulo Afonso-BA.","",NA,NA
"4 - Por determinação judicial, os municípios de Livramento e Taperoá, do estado da Paraíba, tiveram seus limites territoriais alterados passando a vigorar, para efeitos de distribuição do Fundo de Participação dos Municípios, as populações de 7.248 e 15.316 habitantes, respectivamente. Processo Judicial nº 0000301-96.2006.4.05.8200 - Tribunal de Justiça da Paraíba.

Em 2017:
","",NA,NA
"1 - População judicial do município de Porto Velho-RO: 494.013 habitantes. Processo Judicial nº 12316-40.2016.4.01.4100 - Seção Judiciária de Rondônia.
","",NA,NA
"2 - População judicial do município de Santa Isabel do Rio Negro-AM: entre 23.773 e 30.564 habitantes. Parecer de Força Executória nº 00007/2017/NUCOB-GEAC/PFAM/PGF/AGU, em trâmite na 3ª VF/AM.
","",NA,NA
"3 - População judicial do município de Urucará-AM: entre 16.981 e 23.772 habitantes. Parecer de Força Executória nº 00004/2017/NUCOB-GEAC/PFAM/PGF/AGU, em trâmite na 3ª VF/AM.
","",NA,NA
"4 - População judicial do município de Jacareacanga-PA: 41.487 habitantes. Processo Judicial nº 798-41.2011.4.01.3902, Seção Judiciária de Itaituba-PA.
","",NA,NA
"5 - População judicial do município de Paço do Lumiar - MA: superior a 156.216 habitantes. Processo Judicial nº13916-98.2017.4.01.3700 - Seção Judiciária do Maranhão- MA.
","",NA,NA
"6 - População judicial do município Livramento-PB: 7.262 habitantes. Processo Judicial nº 0000301-96.2006.4.05.8200 - Tribunal de Justiça da Paraíba - PB.
","",NA,NA
"7 - População judicial do município de Taperoá-PB: 15.400 habitantes. Processo Judicial nº 0000301-96.2006.4.05.8200 - Tribunal de Justiça da Paraíba - PB.
","",NA,NA
"8 - População judicial do município Coronel João Sá-BA: 17.422 habitantes. Processo Judicial nº 0002222-53.2017.4.01.3306 - Vara Única de Paulo Afonso-BA.
","",NA,NA
"9 - População judicial do município Ibiassucê-BA: entre 10.189 e 13.584 habitantes. Processo Judicial  nº 1018608-53.2017.4.01.3400  (14ª VARA FEDERAL CÍVEL DA SJDF).","",NA,NA
"10 - População judicial do Município de Ribeirão do Pinhal-PR: 13.601 habitantes. Processo Judicial nº 5001464-05.2018.4.04.7013 – Tribunal Regional Federal da 4ª Região.","",NA,NA
"11 - População judicial do município de Terra Nova do Norte - MT: entre 10.189 e 13.584 habitantes. Processo Judicial nº1000023-86.2018.4.01.3603 (1ª Vara Federal Cível e Criminal da SSJ de Sinop-MT).

De 2013 a 2017:
As diferenças entre as populações das Unidades da Federação obtidas da soma das estimativas municipais e aquelas projetadas nas Projeções de População, Brasil e Unidades da Federação, Revisão 2013, devem-se à alteração de limites territoriais ocorridas entre os estados, após o Censo Demográfico 2010.

Em 2018:
1 - População judicial do município de Porto Velho-RO: 494.013 habitantes. Processo Judicial nº 12316-40.2016.4.01.4100 - Seção Judiciária de Rondônia.","",NA,NA
"2 - População judicial do município de Santa Isabel do Rio Negro-AM: entre 23.773 e 30.564 habitantes. Parecer de Força Executória nº 00007/2017/NUCOB-GEAC/PFAM/PGF/AGU, em trâmite na 3ª VF/AM.","",NA,NA
"3 - População judicial do município de Urucará-AM: entre 16.981 e 23.772 habitantes. Parecer de Força Executória nº 00004/2017/NUCOB-GEAC/PFAM/PGF/AGU, em trâmite na 3ª VF/AM.","",NA,NA
"4 - População judicial do município de Jacareacanga-PA: 41.487 habitantes. Processo Judicial nº 798-41.2011.4.01.3902, Seção Judiciária de Itaituba-PA.","",NA,NA
"5 - População judicial do município de Paço do Lumiar - MA: superior a 156.216 habitantes. Processo Judicial nº13916-98.2017.4.01.3700 - Seção Judiciária do Maranhão- MA.","",NA,NA
"6 - População judicial do município Livramento-PB: 7.248 habitantes. Processo Judicial nº 0000301-96.2006.4.05.8200 - Tribunal de Justiça da Paraíba - PB.","",NA,NA
"7 - População judicial do município de Taperoá-PB: 15.308 habitantes. Processo Judicial nº 0000301-96.2006.4.05.8200 - Tribunal de Justiça da Paraíba - PB.","",NA,NA
"8 - População judicial do município Coronel João Sá-BA: 17.422 habitantes. Processo Judicial nº 0002222-53.2017.4.01.3306 - Vara Única de Paulo Afonso-BA.","",NA,NA
"9 - População judicial do município Ibiassucê-BA: entre 10.189 e 13.584 habitantes. Processo Judicial  nº 1018608-53.2017.4.01.3400  (14ª VARA FEDERAL CÍVEL DA SJDF).","",NA,NA
"10 - População judicial do município de Amargosa - BA: entre 37.357 e 44.148. Processo Judicial  nº 1022005-86.2018.4.01.3400- (5ª VF/SJDF).","",NA,NA
"11 - Os municípios de Acarape-CE, Aracoiaba-CE e Barreira-CE tiveram as alterações de seus limites territoriais processadas em 30/10/2018, em virtude da suspensão em 28/06/2018, pelo Tribunal de Justiça do Ceará, da Ação de Inconstitucionalidade (Processo 0621205-04.2017.8.06000 de 21/02/2017) da Lei 16.198 de 29/12/2016.","",NA,NA
"12 - População judicial do município de Heliópolis - BA: entre 13.585 e 16.980. Processo Judicial nº 1000198-98.2018.4.01.3306 (Subseção Judiciária de Paulo Afonso-BA).","",NA,NA
"13 - População judicial do município de Souto Soares - BA: entre 16.981 e 23.772. Processo Judicial nº005709-76.2018.4.01.3312 (1ª Vara  de Irecê).","",NA,NA
"14 - População judicial do Município de Ribeirão do Pinhal-PR: 13.601 habitantes. Processo Judicial nº 5001464-05.2018.4.04.7013 – Tribunal Regional Federal da 4ª Região.","",NA,NA
"15 - População judicial do município de Santa Tereza do Oeste - PR: 10.471 habitantes. Processo Judicial nº 5012452-12.2018.4.04.7005 (Seção Judiciária do Paraná - Plantão JFPR).","",NA,NA
"16 - População judicial do município de Terra Nova do Norte - MT: entre10189 e 13584 habitantes. Processo Judicial nº 1000001-91.2019.4.01.3603 (2ª Vara federal Cível e Criminal da SSJ de Sinop-MT).","",NA,NA
"17 - População judicial do município de Rodelas - BA: entre 10.189 a 13.584 habitantes. Processo Judicial nº 1002950-09.2019.4.01.3306 (Procuradoria Federal no Estado da Bahia, Núcleo Finalístico Ambiental).

Em 2019:
1 - População judicial do município de Porto Velho-RO: 494.013 habitantes. Processo Judicial nº 12316-40.2016.4.01.4100 - Seção Judiciária de Rondônia.","",NA,NA
"2 - População judicial do município de Santa Isabel do Rio Negro-AM: entre 23.773 e 30.564 habitantes. Parecer de Força Executória nº 00007/2017/NUCOB-GEAC/PFAM/PGF/AGU, em trâmite na 3ª VF/AM.","",NA,NA
"3 - População judicial do município de Urucará-AM: entre 16.981 e 23.772 habitantes. Parecer de Força Executória nº 00004/2017/NUCOB-GEAC/PFAM/PGF/AGU, em trâmite na 3ª VF/AM.","",NA,NA
"4 - População judicial do município de Jacareacanga-PA: 41.487 habitantes. Processo Judicial nº 798-41.2011.4.01.3902, Seção Judiciária de Itaituba-PA.","",NA,NA
"5 - População judicial do município de Paço do Lumiar - MA: superior a 156.216 habitantes. Processo Judicial nº13916-98.2017.4.01.3700 - Seção Judiciária do Maranhão- MA.","",NA,NA
"6 - População judicial do município de Ferreiros - PE: entre 13.585 e 16.980 habitantes. Processo Judicial nº 0805921-61.2019.4.05.0000 (1ª Turma do Tribunal Regional Federal da 5ª Região).","",NA,NA
"7 - População judicial do município de Amargosa - BA: entre 37.357 e 44.148. Processo Judicial nº 1022005-86.2018.4.01.3400- (5ª VF/SJDF).","",NA,NA
"8 - População judicial do município Coronel João Sá-BA: 17.422 habitantes. Processo Judicial nº 0002222-53.2017.4.01.3306 - Vara Única de Paulo Afonso-BA.","",NA,NA
"9 - População judicial do município Ibiassucê-BA: entre 10.189 e 13.584 habitantes. Processo Judicial nº 1018608-53.2017.4.01.3400 (14ª VARA FEDERAL CÍVEL DA SJDF).","",NA,NA
"10 - População judicial do município de Rodelas - BA: entre 10.189 a 13.584 habitantes. Processo Judicial nº 1002950-09.2019.4.01.3306 (Procuradoria Federal no Estado da Bahia, Núcleo Finalístico Ambiental).","",NA,NA
"11 - População judicial do município de Souto Soares - BA: entre 16.981 e 23.772. Processo Judicial nº005709-76.2018.4.01.3312 (1ª Vara de Irecê).","",NA,NA
"12 - População judicial do Município de Ribeirão do Pinhal-PR: 13.601 habitantes. Processo Judicial nº 5001464-05.2018.4.04.7013 – Tribunal Regional Federal da 4ª Região.","",NA,NA
"13 - População judicial do município de Santa Tereza do Oeste - PR: 10.471 habitantes. Processo Judicial nº 5012452-12.2018.4.04.7005 (Seção Judiciária do Paraná - Plantão JFPR).

Em 2020:
1 - População judicial do município de Porto Velho-RO: 494.013 habitantes. Processo Judicial nº 12316-40.2016.4.01.4100 - Seção Judiciária de Rondônia.","",NA,NA
"2 - População judicial do município de Santa Isabel do Rio Negro-AM: entre 23.773 e 30.564 habitantes. Parecer de Força Executória nº 00007/2017/NUCOB-GEAC/PFAM/PGF/AGU, em trâmite na 3ª VF/AM.","",NA,NA
"3 - População judicial do município de Urucará-AM: entre 16.981 e 23.772 habitantes. Parecer de Força Executória nº 00004/2017/NUCOB-GEAC/PFAM/PGF/AGU, em trâmite na 3ª VF/AM.","",NA,NA
"4 - População judicial do município de Jacareacanga-PA: 41.487 habitantes. Processo Judicial nº 798-41.2011.4.01.3902, Seção Judiciária de Itaituba-PA.","",NA,NA
"5 - População judicial do município de Paço do Lumiar - MA: superior a 156.216 habitantes. Processo Judicial nº13916-98.2017.4.01.3700 - Seção Judiciária do Maranhão- MA.","",NA,NA
"6 - População judicial do município de Ferreiros - PE: entre 13.585 e 16.980 habitantes. Processo Judicial nº 0805921-61.2019.4.05.0000 (1ª Turma do Tribunal Regional Federal da 5ª Região).","",NA,NA
"7 - População judicial do município Coronel João Sá-BA: 17.422 habitantes. Processo Judicial nº 0002222-53.2017.4.01.3306 - Vara Única de Paulo Afonso-BA.","",NA,NA
"8 - População judicial do município Ibiassucê-BA: entre 10.189 e 13.584 habitantes. Processo Judicial nº 1018608-53.2017.4.01.3400 (14ª VARA FEDERAL CÍVEL DA SJDF).","",NA,NA
"9 - População judicial do município de Rodelas - BA: entre 10.189 a 13.584 habitantes. Processo Judicial nº 1002950-09.2019.4.01.3306 (Procuradoria Federal no Estado da Bahia, Núcleo Finalístico Ambiental).","",NA,NA
"10 - População judicial do município de Benjamin Constant-AM: na faixa de 44.149 habitantes. Processo Judicial nº 1000062-26.2021.4.01.3200 – 1ª VF/AM.","",NA,NA
"11 - População judicial do município de Caapiranga-AM: superior a 13.585 habitantes. Processo Judicial nº 1015062-03.2020.4.01.3200– 1ª VF/AM.","",NA,NA
"12 - População judicial do município de Guajará-AM: na faixa de 16.981 habitantes. Processo Judicial nº 1000064-93.2021.4.01.3200 - 3ª VF/AM.","",NA,NA
"13 - População judicial do município de Lábrea-AM: na faixa 50.941 habitantes. Processo Judicial nº 1000066-63.2021.4.01.3200– 3ª VF/AM.","",NA,NA
"14 - População judicial do município de Parintins-AM: na faixa de 115.465 habitantes. Processo Judicial nº 1022483-44.2020.4.01.3200 – 3ª VF/AM.","",NA,NA
"15 - População judicial do município de Tabatinga-AM: na faixa de 71.317 habitantes. Processo Judicial nº 1000065-78.2021.4.01.3200 – 3ª VF/AM.","",NA,NA
"16 - População judicial do município de Urucurituba-AM: na faixa de 23.773 a 30.594 habitantes. Processo Judicial nº 1000061-41.2021.4.01.3200 - 3ª VF/AM.","",NA,NA
"17 - População judicial do Município de Ribeirão do Pinhal-PR: 13.601 habitantes. Processo Judicial nº 5001464-05.2018.4.04.7013 – Tribunal Regional Federal da 4ª Região.

Em 2021:
1 - População judicial do município de Porto Velho-RO: 494.013 habitantes. Processo Judicial nº 12316-40.2016.4.01.4100 - Seção Judiciária de Rondônia.","",NA,NA
"2 - População judicial do município de Benjamin Constant-AM: na faixa de 44.149 habitantes. Processo Judicial nº 1000062-26.2021.4.01.3200 – 1ª VF/AM.","",NA,NA
"3 - População judicial do município de Caapiranga-AM: entre 16.981 e 23.772 habitantes. Processo Judicial nº 1004596-76.2022.4.01.3200 – Seção Judiciária do Amazonas.","",NA,NA
"4 - População judicial do município de Guajará-AM: na faixa de 16.981 habitantes. Processo Judicial nº 1000064-93.2021.4.01.3200 - 3ª VF/AM.","",NA,NA
"5 - População judicial do município de Lábrea-AM: na faixa 50.941 habitantes. Processo Judicial nº 1000066-63.2021.4.01.3200 – 3ª VF/AM.","",NA,NA
"6 - População judicial do município de Parintins-AM: na faixa de 115.465 habitantes. Processo Judicial nº 1022483-44.2020.4.01.3200 – 3ª VF/AM.","",NA,NA
"7 - População judicial do município de Santa Isabel do Rio Negro-AM: entre 30.565 a 37.356 habitantes. Processo Judicial nº 1004576-85.2022.4.01.3200 - Seção Judiciária do Amazonas.","",NA,NA
"8 - População judicial do município de Tabatinga-AM: na faixa de 71.317 habitantes. Processo Judicial nº 1000065-78.2021.4.01.3200 – 3ª VF/AM.","",NA,NA
"9 - População judicial do município de Urucará-AM: entre 16.981 e 23.772 habitantes. Processo Judicial nº 1000067-53.2018.4.01.3200 - 3ª VF/AM.","",NA,NA
"10 - População judicial do município de Urucurituba-AM: na faixa de 23.773 a 30.594 habitantes. Processo Judicial nº 1000061-41.2021.4.01.3200 - 3ª VF/AM.","",NA,NA
"11 - População judicial do município de Jacareacanga-PA: 41.487 habitantes. Processo Judicial nº 798-41.2011.4.01.3902, Seção Judiciária de Itaituba-PA.","",NA,NA
"12 - População judicial do município de Paço do Lumiar - MA: superior a 156.216 habitantes. Processo Judicial nº13916-98.2017.4.01.3700 - Seção Judiciária do Maranhão- MA.","",NA,NA
"13 - População judicial do município de Ferreiros - PE: entre 13.585 e 16.980 habitantes. Processo Judicial nº 0805921-61.2019.4.05.0000 (1ª Turma do Tribunal Regional Federal da 5ª Região).","",NA,NA
"14 - População judicial do município Coronel João Sá-BA: 17.422 habitantes. Processo Judicial nº 0002222-53.2017.4.01.3306 - Vara Única de Paulo Afonso-BA.","",NA,NA
"15 - População judicial do município Ibiassucê-BA: entre 10.189 e 13.584 habitantes. Processo Judicial nº 1018608-53.2017.4.01.3400 (14ª VARA FEDERAL CÍVEL DA SJDF).","",NA,NA
"16 - População judicial do município de Rodelas - BA: entre 10.189 a 13.584 habitantes. Processo Judicial nº 1002950-09.2019.4.01.3306 (Procuradoria Federal no Estado da Bahia, Núcleo Finalístico Ambiental).","",NA,NA
"17 - População judicial do município de Alvarães-AM: entre 16.981 a 23.772 habitantes. Processo Judicial nº 1000162-44.2022.4.01.3200 - Seção Judiciária do Amazonas.","",NA,NA
"18 - População judicial do município de Humaitá-AM: entre 61.129 a 71.316 habitantes. Processo Judicial nº 1000169-36.2022.4.01.3200 - Seção Judiciária do Amazonas.","",NA,NA
"19 - População judicial do município de Itapiranga-AM: entre 10.189 a 13.584 habitantes. Processo Judicial nº 1000175-43.2022.4.01.3200 - Seção Judiciária do Amazonas.","",NA,NA
"20 - População judicial do município de Jutaí-AM: entre 23.773 a 30.564 habitantes. Processo Judicial nº 1000146-90.2022.4.01.3200 - Seção Judiciária do Amazonas.","",NA,NA
"21 - População judicial do município de Pauini-AM: entre 30.565 e 37.356 habitantes. Processo Judicial nº: 1011469-92.2022.4.01.3200 - 1ª Vara Federal Cível da SJAM.","",NA,NA
"22 - População judicial do município de Itamarati-AM: entre 10.189 a 13.584 habitantes. Processo Judicial nº 1001303-98.2022.4.01.3200 - Seção Judiciária do Amazonas.","",NA,NA
"23 - População judicial do município de Barcelos-AM: entre 37.357 e 44.148 habitantes. Processo Judicial nº 1009427-70.2022.4.01.3200 – 3ª Vara Federal Cível da Seção Judiciária do Amazonas.","",NA,NA
"24 - População judicial do Município de Planaltina (GO): 117.852 habitantes. Processo Judicial nº 1001382-32.2022.4.01.3506 – Vara Federal Cível e Criminal da SSJ de Formosa-GO.","",NA,NA
"25 - População judicial do Município de Novo Airão-AM: entre 23.773 a 30.564 habitantes. Processo Judicial nº 1013686-11.2022.4.01.3200 – 9ª Vara Federal Cível da SJAM.","",NA,NA
"26 - População judicial do Município de Borba-AM: entre 44.149 e 50.940 habitantes. Processo Judicial nº 1011935-86.2022.4.01.3200 – 9ª Vara Federal Cível da SJAM.","",NA,NA
"27 - População judicial do Município de Manacapuru-AM: 169.041 habitantes. Processo Judicial nº 1011348-64.2022.4.01.3200 – 3ª Vara Federal Cível da SJAM.","",NA,NA
"28 - População judicial do Município de Ribeirão do Pinhal-PR: 13.601 habitantes. Processo Judicial nº 5001464-05.2018.4.04.7013 – Tribunal Regional Federal da 4ª Região.","",NA,NA
"29 - População judicial do município de Fonte Boa-AM: entre 23.773 a 30.564 habitantes. Processo Judicial nº 1000164-14.2022.4.01.3200 - Seção Judiciária do Amazonas.","",NA,NA
"30 - População judicial do município de Itacoatiara-AM: acima de 156.216 habitantes. Processo Judicial nº 1017372-40.2024.4.01.3200 - 1ª Vara Federal Cível da SJAM.

De 2018 a 2021:
As diferenças entre as populações das Unidades da Federação obtidas da soma das estimativas municipais e aquelas projetadas nas Projeções de População, Brasil e Unidades da Federação, Revisão 2018, devem-se à alteração de limites territoriais ocorridas entre os estados, após o Censo Demográfico 2010.

 
Em 2024:","",NA,NA
"1 - População judicial do município de Porto Velho-RO: 494.013 habitantes. Processo Judicial nº 12316- 40.2016.4.01.4100 - Seção Judiciária de Rondônia.","",NA,NA
"2 - População judicial do município de Alvarães-AM: entre 16.981 a 23.772 habitantes. Processo Judicial nº 1000162-44.2022.4.01.3200 - Seção Judiciária do Amazonas.","",NA,NA
"3 - População judicial do município de Barcelos-AM: entre 37.357 e 44.148 habitantes. Processo Judicial nº 1009427-70.2022.4.01.3200 - 3ª Vara Federal Cível da Seção Judiciária do Amazonas.","",NA,NA
"4 - População judicial do município de Benjamin Constant-AM: na faixa de 44.149 habitantes. Processo Judicial nº 1000062-26.2021.4.01.3200 – 1ª VF/AM.","",NA,NA
"5 - População judicial do município de Boca do Acre - AM: entre 37.357 e 44.148 habitantes. Processo Judicial nº 1017493-05.2023.4.01.3200 - 1ª Vara Federal Cível da Seção Judiciária do Amazonas.","",NA,NA
